Unique_ID,Monument_Name,Honoree,City,County,State,Union_or_Confederacy,lat_long,latitude,longitude,long_lat,Monument_Type,Sponsor,Year_Dedicated,Year_Removed,Was_Removed,Latitude,Longitude,Number,Street,City,State,County,Zip,Country
106,Robert E. Lee Primary Elementary School,Robert E. Lee,Satsuma,Mobile,AL,South,"30.846664, -88.067243",30.846664,-88.067243,"-88.067243, 30.846664",School,Unknown,Unknown,,Active,30.847462,-88.067307,247,Baker Rd,Satsuma,AL,Mobile County,36572,US
107,Lee High School,Robert E. Lee,Huntsville,Madison,AL,South,"34.755095, -86.578195",34.755095,-86.578195,"-86.578195, 34.755095",School,Unknown,1958,,Active,34.755021,-86.578286,2500,Meridian St NE,Huntsville,AL,Madison County,35811,US
108,Lee County,Robert E. Lee,Marianna,Lee,AR,South,"34.774406, -90.766543",34.774406,-90.766543,"-90.766543, 34.774406",County,Unknown,1873,,Active,34.774279,-90.766507,271,W Chestnut St,Marianna,AR,Lee County,72360,US
109,Robert E. Lee Street,Robert E. Lee,El Dorado,Union,AR,South,"33.199748, -92.684402",33.199748,-92.684402,"-92.684402, 33.199748",Highway / Roadway,Unknown,Unknown,,Active,33.199005,-92.68533,1501,Robert E Lee St,El Dorado,AR,Union County,71730,US
110,Robert E. Lee Street,Robert E. Lee,Malvern,Hot Spring,AR,South,"34.359576, -92.793803",34.359576,-92.793803,"-92.793803, 34.359576",Highway / Roadway,Unknown,Unknown,,Active,34.359459,-92.793893,1003,Roosevelt St,Malvern,AR,Hot Spring County,72104,US
111,Jefferson Davis Road,Jefferson Davis,Heber Springs,Cleburne,AR,South,"35.445151, -92.048005",35.445151,-92.048005,"-92.048005, 35.445151",Highway / Roadway,Unknown,Unknown,,Active,35.445435,-92.048177,49,Jefferson Davis Rd,Heber Springs,AR,Cleburne County,72543,US
112,Jeff Davis Avenue,Jefferson Davis,Jacksonville,Pulaski,AR,South,"34.876121, -92.119850",34.876121,-92.11985,"-92.11985, 34.876121",Highway / Roadway,Unknown,Unknown,,Active,34.876228,-92.120089,1004,N Jeff Davis Ave,Jacksonville,AR,Pulaski County,72076,US
113,Jeff Davis Street,Jefferson Davis,Hughes,St. Francis,AR,South,"34.949540, -90.471803",34.94954,-90.471803,"-90.471803, 34.94954",Highway / Roadway,Unknown,Unknown,,Active,34.949421,-90.471972,303,Jeff Davis St,Hughes,AR,St. Francis County,72348,US
128,Jefferson Davis Monument,Jefferson Davis,Fort Smith,Sebastian,AR,South,"35.385902, -94.398479",35.385902,-94.398479,"-94.398479, 35.385902",Monument,United Daughters of the Confederacy,1903,,Active,35.386112,-94.39822,3109,Grand Ave,Fort Smith,AR,Sebastian County,72904,US
148,Fort Smith Confederate Monument,No specific honoree,Fort Smith,Sebastian,AR,South,"35.386100, -94.426079",35.3861,-94.426079,"-94.426079, 35.3861",Monument,United Daughters of the Confederacy,1903,,Active,35.385699,-94.426066,35,S 6th St,Fort Smith,AR,Sebastian County,72901,US
114,Beauregard Drive,Pierre Gustave Toutant-Beauregard,Little Rock,Pulaski,AR,South,"34.722877, -92.192030",34.722877,-92.19203,"-92.19203, 34.722877",Highway / Roadway,Unknown,Unknown,,Active,34.722795,-92.191817,7,Beauregard Dr,Little Rock,AR,Pulaski County,72206,US
118,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Wilson,Mississippi,AR,South,"35.573541, -90.044345",35.573541,-90.044345,"-90.044345, 35.573541",Highway / Roadway,Unknown,Unknown,,Active,35.573661,-90.044124,22,Jeb Stuart Ave,Wilson,AR,Mississippi County,72395,US
119,Confederate Drive,No specific honoree,Forrest City,St. Francis,AR,South,"35.031451, -90.790424",35.031451,-90.790424,"-90.790424, 35.031451",Highway / Roadway,Unknown,Unknown,,Active,35.031226,-90.790795,2321,N Washington St,Forrest City,AR,St. Francis County,72335,US
120,Confederate Street,No specific honoree,Lake Village,Chicot,AR,South,"33.335419, -91.284521",33.335419,-91.284521,"-91.284521, 33.335419",Highway / Roadway,Unknown,Unknown,,Active,33.335551,-91.284599,516,Confederate St,Lake Village,AR,Chicot County,71653,US
116,Claiborne Circle,Patrick Cleburne,Little Rock,Pulaski,AR,South,"34.722873, -92.190323",34.722873,-92.190323,"-92.190323, 34.722873",Highway / Roadway,Unknown,Unknown,,Active,34.722684,-92.190432,7,Longstreet Dr,Little Rock,AR,Pulaski County,72206,US
117,Pickett Drive,George Pickett,Little Rock,Pulaski,AR,South,"34.723980, -92.189878",34.72398,-92.189878,"-92.189878, 34.72398",Highway / Roadway,Unknown,Unknown,,Active,34.724144,-92.189694,6,Pickett Dr,Little Rock,AR,Pulaski County,72206,US
123,Texas Memorial,No specific honoree,Pea Ridge,Benton,AR,South,"36.454017, -94.114983",36.454017,-94.114983,"-94.114983, 36.454017",Monument,State of Texas,1964,,Active,36.453715,-94.114936,161,E Pickens Rd,Pea Ridge,AR,Benton County,72751,US
124,Batesville Confederate Monument,No specific honoree,Batesville,Independence ,AR,South,"35.770424, -91.653176",35.770424,-91.653176,"-91.653176, 35.770424",Monument,United Daughters of the Confederacy and United Confederate Veterans,1907,,Active,35.770485,-91.653369,149,E Main St,Batesville,AR,Independence County,72501,US
125,Confederate Veterans Monument,No specific honoree,Benton,Saline,AR,South,"34.565429, -92.587455",34.565429,-92.587455,"-92.587455, 34.565429",Monument,Sons of Confederate Veterans,Unknown,,Active,34.565732,-92.587352,109,W Conway St,Benton,AR,Saline County,72015,US
126,Bentonville Confederate Monument,No specific honoree,Bentonville,Benton,AR,South,"36.372647, -94.208469",36.372647,-94.208469,"-94.208469, 36.372647",Monument,United Daughters of the Confederacy,1908,,Active,36.372646,-94.20847,1,E Central Ave,Bentonville,AR,Benton County,72712,US
127,Dardanelle Confederate Monument,No specific honoree,Dardanelle,Yell,AR,South,"35.224025, -93.155306",35.224025,-93.155306,"-93.155306, 35.224025",Monument,United Daughters of the Confederacy,1921,,Active,35.223955,-93.155352,102,Union St,Dardanelle,AR,Yell County,72834,US
121,Confederate Flag Day,No specific honoree,Little Rock,Pulaski,AR,South,"34.746576, -92.289346",34.746576,-92.289346,"-92.289346, 34.746576",Holiday / Observances,State of Arkansas,Unknown,,Active,34.746629,-92.289104,500,Woodlane St,Little Rock,AR,Pulaski County,72201,US
129,Confederate Veterans Monument,No specific honoree,Harrison,Boone,AR,South,"36.230200, -93.107617",36.2302,-93.107617,"-93.107617, 36.2302",Monument,Sons of Confederate Veterans,1986,,Active,36.230243,-93.107207,109,Main St N,Harrison,AR,Boone County,72601,US
130,Hot Springs Confederate Monument,No specific honoree,Hot Springs,Garland,AR,South,"34.507949, -93.054737",34.507949,-93.054737,"-93.054737, 34.507949",Monument,United Daughters of the Confederacy,1934,,Active,34.507646,-93.054951,201,Market St,Hot Springs National Park,AR,Garland County,71901,US
131,Jackson County Confederate Memorial,"Thomas Jonathan ""Stonewall"" Jackson",Jacksonport,Jackson,AR,South,"35.639167, -91.311944",35.639167,-91.311944,"-91.311944, 35.639167",Monument,Unknown,1914,,Active,35.640084,-91.311849,315,Adams St,Newport,AR,Jackson County,72112,US
122,Robert E. Lee State Holiday*,Robert E. Lee,Little Rock,Pulaski,AR,South,"34.746845, -92.289101",34.746845,-92.289101,"-92.289101, 34.746845",Holiday / Observances,Unknown,1947,2017,Removed,34.746629,-92.289104,500,Woodlane St,Little Rock,AR,Pulaski County,72201,US
132,Memorial to Company A Confederate Soldiers,No specific honoree,Little Rock,Pulaski,AR,South,"34.738915, -92.264130",34.738915,-92.26413,"-92.26413, 34.738915",Monument,United Confederate Veterans,1911,,Active,34.738839,-92.263926,701,E 9th St,Little Rock,AR,Pulaski County,72202,US
133,Confederate Bench,No specific honoree,Little Rock,Pulaski,AR,South,"34.738683, -92.265000",34.738683,-92.265,"-92.265, 34.738683",Monument,Unknown,1936,,Active,34.738392,-92.265337,503,E 9th St,Little Rock,AR,Pulaski County,72202,US
134,Confederate Soldiers Memorial,No specific honoree,Little Rock,Pulaski,AR,South,"34.747400, -92.288100",34.7474,-92.2881,"-92.2881, 34.7474",Monument,"United Daughters of the Confederacy, State of Arkansas, United Confederate Veterans, Sons of Confederate Veterans",1905,,Active,34.747891,-92.288064,1500,W 4th St,Little Rock,AR,Pulaski County,72201,US
135,General Thomas J. Churchill Memorial,Thomas J. Churchill,Little Rock,Pulaski,AR,South,"34.748817, -92.272233",34.748817,-92.272233,"-92.272233, 34.748817",Monument,Sons of Confederate Veterans,1928,,Active,34.749038,-92.272598,300,W Markham St,Little Rock,AR,Pulaski County,72201,US
138,General Robert E. Lee Monument,Robert E. Lee,Marianna,Lee,AR,South,"34.773911, -90.756979",34.773911,-90.756979,"-90.756979, 34.773911",Monument,United Daughters of the Confederacy,1910,,Active,34.773936,-90.756807,18,Court St,Marianna,AR,Lee County,72360,US
139,Confederate Captain Richard Tunball Banks Monument,Richard Tunball,New Edinburg,Cleveland,AR,South,"33.757357, -92.238190",33.757357,-92.23819,"-92.23819, 33.757357",Monument,Unknown,Unknown,,Active,33.757542,-92.238146,6530,Highway 8,New Edinburg,AR,Cleveland County,71660,US
140,Pine Bluff Confederate Monument,No specific honoree,Pine Bluff,Jefferson,AR,South,"34.229484, -92.003340",34.229484,-92.00334,"-92.00334, 34.229484",Monument,United Daughters of the Confederacy,1910,,Active,34.229676,-92.003289,101,E Barraque St,Pine Bluff,AR,Jefferson County,71601,US
141,Confederate War Memorial,No specific honoree,Prescott,Nevada,AR,South,"33.802610, -93.381000",33.80261,-93.381,"-93.381, 33.80261",Monument,Unknown,1969,,Active,33.802814,-93.380915,100,W Main St,Prescott,AR,Nevada County,71857,US
142,Confederate War Memorial,No specific honoree,Smithville,Lawrence,AR,South,"36.080350, -91.303700",36.08035,-91.3037,"-91.3037, 36.08035",Monument,Unknown,1996,,Active,36.080127,-91.303342,36,Highway 115 N,Smithville,AR,Lawrence County,72466,US
143,Star City Confederate Memorial,No specific honoree,Star City,Lincoln,AR,South,"33.941922, -91.845840",33.941922,-91.84584,"-91.84584, 33.941922",Monument,United Daughters of the Confederacy,1926,,Active,33.941576,-91.845691,210,W Bradley St,Star City,AR,Lincoln County,71667,US
144,Arkadelphia Confederate Monument,No specific honoree,Arkadelphia,Clark,AR,South,"34.118622, -93.051101",34.118622,-93.051101,"-93.051101, 34.118622",Monument,United Daughters of the Confederacy,1911,,Active,34.118512,-93.051326,401,Clay St,Arkadelphia,AR,Clark County,71923,US
145,Confederate War Monument,No specific honoree,Blytheville,Mississippi,AR,South,"35.928815, -89.905186",35.928815,-89.905186,"-89.905186, 35.928815",Monument,United Daughters of the Confederacy,1934,,Active,35.929043,-89.905036,217,Chickasawba Ave,Blytheville,AR,Mississippi County,72315,US
146,Camden Confederate Women Monument,No specific honoree,Camden,Ouachita,AR,South,"33.584804, -92.830509",33.584804,-92.830509,"-92.830509, 33.584804",Monument,United Confederate Veterans and United Daughters of the Confederacy,1914,,Active,33.584454,-92.83043,145,Jefferson St SW,Camden,AR,Ouachita County,71701,US
147,El Dorado Confederate Monument,No specific honoree,El Dorado,Union,AR,South,"33.212020, -92.663606",33.21202,-92.663606,"-92.663606, 33.21202",Monument,United Daughters of the Confederacy,1909,,Active,33.212129,-92.66392,104,N Washington Ave,El Dorado,AR,Union County,71730,US
136,General William Read Scurry Memorial,William Read Scurry,Little Rock,Pulaski,AR,South,"34.748833, -92.272033",34.748833,-92.272033,"-92.272033, 34.748833",Monument,Sons of Confederate Veterans,1928,,Active,34.749038,-92.272598,300,W Markham St,Little Rock,AR,Pulaski County,72201,US
149,Crittenden County Civil War Memorial,No specific honoree,Marion,Crittenden,AR,South,"35.215675, -90.197066",35.215675,-90.197066,"-90.197066, 35.215675",Monument,United Daughters of the Confederacy,1936,,Active,35.215331,-90.196147,193,Cypress Dr,Marion,AR,Crittenden County,72364,US
150,Lake Village Confederate Monument,No specific honoree,Lake Village,Chicot,AR,South,"33.331450, -91.281683",33.33145,-91.281683,"-91.281683, 33.33145",Monument,United Daughters of the Confederacy,1910,,Active,33.331534,-91.28181,108,Main St,Lake Village,AR,Chicot County,71653,US
151,Lonoke Confederate Monument,No specific honoree,Lonoke,Lonoke,AR,South,"34.786049, -91.899886",34.786049,-91.899886,"-91.899886, 34.786049",Monument,United Daughters of the Confederacy,1910,,Active,34.785982,-91.900127,222,N Ctr,Lonoke,AR,Lonoke County,72086,US
152,Confederate Monument,No specific honoree,Osceola,Mississippi,AR,South,"35.703094, -89.969926",35.703094,-89.969926,"-89.969926, 35.703094",Monument,United Daughters of the Confederacy,1934,,Active,35.703104,-89.970197,103,N Walnut St,Osceola,AR,Mississippi County,72370,US
153,Searcy Confederate Monument,No specific honoree,Searcy,White,AR,South,"35.250237, -91.737882",35.250237,-91.737882,"-91.737882, 35.250237",Monument,Unknown,1917,,Active,35.24987,-91.73787,103,W Arch Ave,Searcy,AR,White County,72143,US
154,Van Buren Confederate Monument,No specific honoree,Van Buren,Crawford,AR,South,"35.433967, -94.355548",35.433967,-94.355548,"-94.355548, 35.433967",Monument,United Daughters of the Confederacy and Sons of the Confederacy,1899,,Active,35.43401,-94.355535,300,Main St,Van Buren,AR,Crawford County,72956,US
155,Confederate War Prisoners Memorial,No specific honoree,Little Rock,Pulaski,AR,South,"34.745800, -92.289783",34.7458,-92.289783,"-92.289783, 34.7458",Monument,United Daughters of the Confederacy,Unknown,,Active,34.745113,-92.289951,625,Marshall St,Little Rock,AR,Pulaski County,72201,US
156,Monument to Confederate Soldiers,No specific honoree,Little Rock,Pulaski,AR,South,"34.746039, -92.288886",34.746039,-92.288886,"-92.288886, 34.746039",Monument,"United Daughters of the Confederacy, United Confederate Veterans, Sons of Confederate Veterans, and the state of Arkansas",1905,,Active,34.746629,-92.289104,500,Woodlane St,Little Rock,AR,Pulaski County,72201,US
157,Monument to Confederate Women,No specific honoree,Little Rock,Pulaski,AR,South,"34.744700, -92.291146",34.7447,-92.291146,"-92.291146, 34.7447",Monument,United Confederate Veterans,1913,,Active,34.745113,-92.289951,625,Marshall St,Little Rock,AR,Pulaski County,72201,US
158,Confederate Soldiers Monument,No specific honoree,Conway,Faulkner,AR,South,"35.088536, -92.443327",35.088536,-92.443327,"-92.443327, 35.088536",Monument,United Daughters of the Confederacy,1925,,Active,35.08866,-92.443249,801,Locust St,Conway,AR,Faulkner County,72034,US
159,City of Forrest City,Nathan Bedford Forrest,Forrest City,St. Francis,AR,South,"35.012199, -90.785838",35.012199,-90.785838,"-90.785838, 35.012199",City,Unknown,1870,,Active,35.012579,-90.785889,412,N Washington St,Forrest City,AR,St. Francis County,72335,US
160,Confederate Mothers Memorial Park,No specific honoree,Russellville,Pope,AR,South,"35.258333, -93.140556",35.258333,-93.140556,"-93.140556, 35.258333",Park,United Daughters of the Confederacy,1921,,Active,35.258409,-93.140745,1986,W 19th St,Russellville,AR,Pope County,72801,US
161,Forrest City Junior High School,Nathan Bedford Forrest,Forrest City,St. Francis,AR,South,"35.019852, -90.790152",35.019852,-90.790152,"-90.790152, 35.019852",School,Unknown,1915,,Active,35.019847,-90.790118,1133,N Division St,Forrest City,AR,St. Francis County,72335,US
162,Forrest City High School,Nathan Bedford Forrest,Forrest City,St. Francis,AR,South,"35.020361, -90.794509",35.020361,-90.794509,"-90.794509, 35.020361",School,Unknown,1915,,Active,35.020259,-90.794618,467,Victoria Ave,Forrest City,AR,St. Francis County,72335,US
163,Forrest Park Prep Preschool,Nathan Bedford Forrest,Pine Bluff,Jefferson,AR,South,"34.195571, -92.021248",34.195571,-92.021248,"-92.021248, 34.195571",School,Unknown,Unknown,,Active,34.195373,-92.021327,3400,S Hickory,Pine Bluff,AR,Jefferson County,71603,US
164,Robert E. Lee Elementary School,Robert E. Lee,Springdale,Washington,AR,South,"36.179513, -94.134081",36.179513,-94.134081,"-94.134081, 36.179513",School,Unknown,1951,,Active,36.179202,-94.134352,400,Quandt Ave,Springdale,AR,Washington County,72764,US
166,Confederate Troops Memorial,No specific honoree,Phoenix,Maricopa,AZ,Not a State,"33.448171, -112.094537",33.448171,-112.094537,"-112.094537, 33.448171",Monument,United Daughters of the Confederacy,1961,,Active,33.448573,-112.094486,1650,W Washington St,Phoenix,AZ,Maricopa County,85007,US
167,Confederate Memorial,No specific honoree,Picacho Pass,Pinal,AZ,Not a State,"32.638492, -111.409533",32.638492,-111.409533,"-111.409533, 32.638492",Monument,Sons of Confederate Veterans,Unknown,,Active,32.646374,-111.396038,15550,Picacho Peak Rd,Picacho,AZ,Pinal County,85141,US
169,Jefferson Davis Highway Marker,Jefferson Davis,San Diego,San Diego,CA,North,"32.714942, -117.161562",32.714942,-117.161562,"-117.161562, 32.714942",Monument,United Daughters of the Confederacy,1926,2017,Removed,32.714986,-117.161561,392,Horton Plz,San Diego,CA,San Diego County,92101,US
170,City of Confederate Corners,No specific honoree,Salinas,Monterey,CA,North,"36.644623, -121.66369",36.644623,-121.66369,"-121.66369, 36.644623",City,Unknown,Unknown,2018,Removed,36.644921,-121.662982,107,Hwy 68,Salinas,CA,Monterey County,93908,US
171,City of Fort Bragg,Braxton Bragg,Fort Bragg,Mendocino,CA,North,"39.445678, -123.804564",39.445678,-123.804564,"-123.804564, 39.445678",City,Unknown,1889,,Active,39.445664,-123.804785,145,Laurel St,Fort Bragg,CA,Mendocino County,95437,US
174,Jefferson Davis Senate Desk reserved for Senior Senator of Mississippi,Jefferson Davis,Washington,Washington,DC,North,"38.890586, -77.009104",38.890586,-77.009104,"-77.009104, 38.890586",Monument,Mississippi Senator Thad Cochran,Unknown,,Active,38.892077,-77.009986,1,Us Hwy 1 Alt,Washington,DC,District of Columbia,20001,US
175,Fighting Joe Wheeler Statue,Joseph Wheeler,Washington,Washington,DC,North,"38.889758, -77.009093",38.889758,-77.009093,"-77.009093, 38.889758",Monument,State of Alabama,1925,,Active,38.889813,-77.008067,1,E Capitol St NE,Washington,DC,District of Columbia,20003,US
176,Pasco County,Samuel Pasco,Dade City,Pasco,FL,South,"28.321701, -82.421127",28.321701,-82.421127,"-82.421127, 28.321701",County,Unknown,1887,,Active,28.321768,-82.421191,23846,State Road 52,Land O Lakes,FL,Pasco County,34637,US
213,Confederate Monument,No specific honoree,Bradenton,Manatee,FL,South,"27.495250, -82.573100",27.49525,-82.5731,"-82.5731, 27.49525",Monument,United Daughters of the Confederacy,1924,2017,Removed,27.495212,-82.573443,518,12th St W,Bradenton,FL,Manatee County,34205,US
178,Hendry County,Francis A. Hendry,LaBelle,Hendry,FL,South,"26.593428, -81.133832",26.593428,-81.133832,"-81.133832, 26.593428",County,Unknown,1923,,Active,26.595734,-81.127248,1155,N Co Rd 846,Clewiston,FL,Hendry County,33440,US
179,Baker County,James McNair Baker,Macclenny,Baker,FL,South,"30.354133, -82.273578",30.354133,-82.273578,"-82.273578, 30.354133",County,Unknown,1861,,Active,30.354133,-82.273578,,,Taylor,FL,Baker County,32087,US
